travel_mode,TrvlTime_number,Age,indiv_trvl_frequency,HHVeh,HHsize
0,327.0,29,24,2,4
1,495.036,54,24,2,4
1,1841.575,24,30,2,4
1,997.0,60,16,2,2
1,1600.0,51,28,2,2
0,878.0,34,15,1,4
1,427.0,43,30,2,5
0,240.0,80,5,1,2
1,608.294,35,13,1,4
0,617.0,72,5,1,2
0,540.0,23,8,1,1
1,260.0,48,23,1,3
1,214.0,40,16,2,5
1,3362.0,48,10,2,3
0,1000.004,36,18,2,3
1,1660.0,47,100,2,2
1,200.0,31,11,1,8
0,528.0,38,38,2,4
0,215.0,45,28,2,5
1,1562.657,28,14,1,1
0,274.0,45,18,1,4
1,1340.0,67,56,2,2
1,600.0,55,68,4,3
1,1484.0,36,9,3,6
1,1953.0,39,26,2,3
1,720.867,24,69,3,11
1,926.0,39,11,1,1
1,518.0,70,18,2,3
1,860.0,38,14,1,8
1,1800.0,80,18,2,2
1,3501.0,27,39,3,3
1,764.0,39,7,1,3
1,342.0,63,20,1,2
1,182.0,51,22,2,4
1,700.0,44,50,2,7
1,909.0,37,28,2,4
1,2406.0,45,32,2,4
0,720.0,41,52,2,4
1,1245.0,34,30,1,5
1,639.0,70,24,1,3
1,1802.0,24,36,3,3
1,453.0,37,30,2,4
1,950.0,32,13,1,1
1,266.0,36,40,2,4
0,520.343,24,13,0,1
1,1500.0,65,5,1,2
1,800.0,45,42,3,6
1,5974.0,47,24,2,4
1,427.974,40,96,3,7
1,1620.0,56,30,5,5
1,900.0,70,39,3,3
1,1154.0,56,54,3,3
1,1100.0,51,99,3,4
1,1000.0,28,9,1,3
1,528.983,38,120,3,8
1,900.0,41,12,2,5
1,240.0,51,24,2,3
0,7.00002,45,51,3,6
1,600.0,31,17,1,2
1,420.0,34,64,2,2
0,600.0,26,88,4,5
1,517.0,29,20,2,3
1,898.0,25,27,3,4
1,2432.0,58,32,2,2
1,900.0,56,105,3,3
0,644.0,16,18,0,13
1,687.0,27,24,3,3
1,4594.0,60,6,2,2
1,1000.0,36,11,1,4
1,410.0,28,18,1,1
1,1050.0,39,19,1,4
1,180.0,35,38,2,5
0,420.0,27,12,0,2
1,1781.219,55,52,2,4
1,500.0,38,22,2,4
0,700.0,28,19,0,4
1,660.0,38,30,2,5
0,46.99998,20,60,3,3
1,738.238,51,24,2,3
1,1672.599,63,14,2,4
1,196.867,48,18,2,4
1,3200.0,31,24,2,5
1,464.0,73,43,1,2
1,240.0,46,30,2,4
0,776.961,30,12,0,2
1,540.0,51,25,1,5
1,709.0,67,26,2,4
1,2161.252,53,39,1,1
1,200.0,46,26,2,5
1,457.892,24,78,3,3
0,962.267,61,19,0,2
1,540.0,38,28,2,5
1,196.47102,47,26,1,4
1,2651.44,46,40,2,5
0,403.0,22,45,3,4
0,360.0,26,18,0,4
1,1995.0,32,16,2,3
1,1518.0,27,94,2,2
1,1883.0,62,26,2,2
1,728.0,40,26,2,5
1,278.0,66,24,3,3
0,190.0,30,15,0,2
1,1913.0,36,16,2,3
1,1367.0,18,21,3,4
0,744.0,61,42,2,2
1,1612.0,54,16,1,2
1,91.00002,72,6,1,2
1,633.959,23,42,3,5
1,2817.0,28,12,2,2
1,242.0,45,34,2,4
0,1050.0,29,6,1,1
1,3618.0,68,6,1,2
0,300.0,26,17,0,3
1,446.0,45,26,2,5
1,797.0,61,16,1,2
1,519.805,39,36,2,5
0,220.0,37,16,1,3
1,126.0,64,20,2,2
1,2610.0,39,22,2,3
0,800.0,65,34,2,3
1,1840.0,49,8,2,5
1,633.0,53,39,3,3
1,226.0,56,10,1,3
1,600.0,69,8,1,2
1,1050.0,39,44,2,4
1,287.0,44,32,2,5
1,527.0,40,44,2,5
1,176.0,44,60,3,6
1,1482.753,51,26,2,6
1,603.0,66,14,1,1
0,1377.0,72,9,1,2
1,720.0,35,18,1,5
0,133.0,30,6,1,4
1,2269.0,49,20,2,2
0,769.0,26,8,1,2
1,2520.0,51,33,3,4
1,209.0,58,24,2,3
1,991.991,36,18,2,4
1,1600.0,42,46,2,10
1,834.0,45,68,2,5
0,260.0,72,6,0,2
1,190.0,40,32,2,7
1,423.195,64,4,1,1
0,1020.0,18,12,2,4
1,3453.0,31,8,2,2
1,318.0,63,27,3,2
1,3174.0,50,96,4,5
1,2110.854,43,30,2,4
0,318.0,20,12,0,1
0,240.0,48,24,2,4
0,600.0,54,10,0,2
1,339.0,39,24,2,7
1,764.0,67,32,2,4
1,333.0,46,22,1,4
1,622.0,43,24,2,5
1,1260.0,43,12,2,6
1,1500.0,60,120,3,3
1,300.0,55,14,2,2
0,960.0,16,12,2,5
1,1750.0,37,10,2,3
0,259.0,75,16,1,1
1,300.0,79,20,2,4
1,2207.226,28,20,2,2
1,977.9999,77,12,2,2
1,366.0,50,45,3,5
1,3900.0,42,46,2,6
1,3736.566,34,24,2,3
1,550.0,39,44,4,6
0,360.118,44,8,0,3
1,1860.0,51,42,3,6
0,2700.0,46,22,2,4
0,1400.0,31,29,0,8
1,180.0,32,12,1,4
1,922.0,38,5,1,4
1,548.0,44,27,1,7
1,1472.566,80,45,3,2
1,2100.0,40,12,2,6
0,200.0,55,18,1,2
1,2540.0,20,16,2,3
1,900.0,35,14,1,10
1,500.0,55,51,3,9
1,1056.0,50,18,3,6
0,1036.0,54,20,2,6
1,457.0,64,44,4,2
1,1210.0,61,57,3,3
1,738.0,53,20,2,2
1,1420.0,35,62,0,7
1,2300.0,30,26,2,4
1,606.0,22,14,2,5
1,1350.0,57,27,1,2
1,2210.641,51,42,2,6
1,629.0,52,42,2,6
1,1400.0,66,21,3,3
1,1420.0,37,22,2,4
1,4847.0,57,13,1,2
1,646.082,37,46,2,2
1,1800.0,43,42,2,4
0,121.0,52,7,1,3
1,300.0,42,16,1,5
1,781.0,55,32,2,3
0,684.0,25,9,0,1
0,641.0,49,24,2,4
1,222.0,42,28,2,4
1,922.245,45,15,1,2
1,561.284,65,22,2,2
1,360.0,71,9,1,2
1,264.471,45,44,2,4
1,272.0,50,18,2,4
0,600.0,37,5,1,3
1,589.785,25,25,1,1
1,331.0,42,27,1,6
1,440.0,48,54,3,4
1,1236.591,45,30,2,3
0,417.0,66,20,1,1
0,522.0,79,10,1,1
1,1800.0,38,20,2,5
1,150.0,35,18,1,8
1,651.0,41,30,2,5
1,227.0,47,42,3,6
1,4315.0,36,14,2,4
1,603.0,64,20,2,2
1,585.0,24,52,2,4
1,120.0,41,28,2,4
1,692.0,45,24,2,2
1,1100.0,60,120,3,3
1,906.0,67,34,2,2
0,1080.0,76,4,0,4
1,363.098,37,46,2,2
1,1370.336,41,44,4,4
1,78.65298,49,48,2,2
1,254.0,37,12,1,5
1,890.0,53,57,3,7
1,209.0,40,28,2,5
0,40.00002,60,13,1,2
1,180.0,44,20,2,5
1,1200.0,44,44,2,5
1,231.028,22,48,3,3
1,200.0,31,41,1,5
1,245.373,52,57,3,3
1,375.545,18,60,3,5
1,2284.0,52,16,2,2
1,1260.0,49,20,2,2
1,585.0,62,36,3,4
1,242.66,18,66,3,4
0,2189.0,23,7,0,4
1,1320.0,37,16,1,10
1,1477.0,30,11,1,3
1,3149.0,59,27,3,5
1,778.199,67,20,2,2
1,841.0,45,26,2,6
1,720.0,65,18,2,2
1,3720.0,61,10,0,3
1,823.0,63,50,2,2
0,85.99998,36,28,2,5
1,2180.0,48,30,2,3
1,1450.0,51,68,4,4
1,660.0,40,32,2,8
1,1504.681,55,44,2,5
1,120.0,38,40,2,7
1,1817.0,27,12,2,5
1,1058.004,60,50,2,4
1,707.0,30,24,2,3
1,510.0,53,51,3,3
1,875.0,48,34,2,5
0,300.0,45,11,1,3
1,441.4,29,54,2,4
0,660.0,67,18,1,2
1,350.0,45,38,2,5
0,410.0,36,11,0,5
1,694.861,53,10,1,1
1,676.0,44,12,2,7
1,1080.0,69,19,1,2
0,600.0,36,58,2,8
1,2900.0,46,50,2,4
0,1267.0,43,10,1,5
1,1500.0,28,24,4,4
1,686.0,59,24,3,6
0,300.0,75,6,0,1
1,3100.0,50,52,2,3
1,650.0,41,13,1,1
1,1080.0,55,60,4,2
1,1956.034,20,33,3,6
1,468.0,37,42,2,5
0,420.0,37,27,1,5
0,784.222,74,12,2,3
1,550.0,41,18,2,5
0,720.0,16,12,1,4
1,1620.0,48,28,2,4
1,824.85,30,15,1,4
1,620.0,69,22,2,2
1,1140.0,48,32,2,3
1,1664.093,26,16,2,2
1,800.0,51,28,2,2
0,728.066,57,42,3,3
1,415.0,51,60,3,5
1,972.0001,61,30,3,3
1,400.0,47,28,2,4
1,1550.0,41,28,2,4
0,180.0,45,20,0,5
1,1582.0,37,30,3,6
1,360.0,82,20,1,2
1,1980.0,46,27,3,6
1,1264.0,51,17,1,2
1,1114.0,38,70,2,9
0,1200.0,17,8,1,5
1,215.0,67,44,2,2
0,139.0,59,33,3,4
0,463.0,60,11,1,2
1,1264.294,39,57,3,5
1,212.0,66,120,4,4
1,686.855,42,24,1,2
1,200.0,23,8,1,4
1,1440.0,60,56,2,6
1,895.717,64,17,1,4
1,1800.0,36,36,2,5
1,21.72312,41,17,1,6
1,202.0,56,52,4,3
1,161.0,34,80,4,7
1,570.0,42,78,3,5
1,2700.0,44,20,2,4
1,360.0,36,38,2,6
1,823.0,44,57,3,8
1,612.0,49,60,2,4
1,1500.0,50,12,2,2
1,540.0,44,21,3,5
1,2400.0,46,18,3,4
0,859.888,64,44,2,2
1,1618.0,25,32,2,4
1,718.0,45,34,2,5
1,590.0,29,30,2,2
1,320.0,60,42,2,2
0,240.0,38,40,2,6
1,600.0,45,9,1,6
1,384.236,53,16,2,3
1,981.0,40,24,1,3
1,1566.0,34,4,1,5
1,2793.151,47,26,1,4
1,2350.0,28,34,2,2
1,128.657,42,23,1,4
1,4060.0,33,58,2,6
1,187.0,24,72,2,3
0,180.0,30,5,0,4
1,420.0,46,34,2,4
1,2714.0,42,5,1,4
0,540.0,37,9,0,8
1,404.0,28,36,2,4
1,3841.545,36,78,6,8
1,500.0,69,22,2,2
1,350.353,27,23,1,4
1,600.0,43,36,2,4
0,420.0,44,4,1,4
1,540.0,55,52,2,4
1,1400.0,49,22,2,6
1,1885.0,59,27,3,5
1,2061.0,46,45,3,5
1,180.0,64,11,1,2
1,715.0,43,24,2,5
1,660.0,48,20,1,7
1,2100.0,69,16,4,2
1,60.0,18,48,4,5
1,199.0,40,50,2,7
1,840.0,60,20,2,3
1,958.584,47,78,3,5
1,1653.0,34,22,2,4
1,1743.0,67,34,2,2
1,2120.0,42,20,2,5
0,127.0,45,48,2,5
1,7703.0,39,16,2,5
1,1673.0,54,42,2,2
0,340.0,78,10,1,2
1,1145.463,44,24,2,5
1,480.0,34,28,2,4
0,129.0,28,19,1,1
1,450.0,60,12,1,2
0,500.0,73,4,1,2
1,1613.773,37,46,2,4
1,872.0,64,30,2,2
1,420.0,49,62,2,4
0,1370.0,79,13,0,2
1,374.0,17,84,3,6
1,739.0,44,17,1,2
1,1340.0,42,30,2,4
0,245.0,68,14,2,2
1,660.0,56,42,2,2
0,660.0,20,20,2,4
1,420.0,43,30,2,6
1,1037.12,59,46,2,3
1,108.079,46,44,2,4
1,880.814,60,18,1,2
1,1200.0,32,13,1,4
1,931.0,50,26,2,4
0,420.0,72,38,2,2
1,200.0,53,28,2,3
1,1100.0,29,16,2,2
0,394.0,35,12,0,1
1,242.188,18,57,3,3
1,212.14,30,14,1,1
1,1200.0,82,6,1,2
1,177.0,28,10,2,5
0,400.0,47,12,0,9
1,365.0,81,24,2,2
0,1096.0,29,14,2,3
1,541.0,48,20,1,1
1,1211.0,23,18,1,1
1,1420.0,33,52,2,4
1,360.0,40,25,1,3
1,286.0,56,69,3,3
1,400.0,40,12,1,5
1,1259.0,49,12,1,4
0,350.0,33,11,0,8
1,1200.0,57,26,2,2
0,275.147,32,13,0,2
1,4197.0,62,16,2,2
1,715.0,30,64,4,5
1,891.0,52,19,1,5
1,586.02,30,38,2,5
0,338.0,31,28,2,3
1,682.0,31,13,1,3
1,840.0,49,18,3,4
1,795.0,23,36,3,4
1,1784.0,72,20,2,2
1,1440.0,52,48,2,4
0,500.0,70,20,1,1
0,185.0,50,12,1,1
1,1360.0,57,36,2,2
0,386.0,69,16,4,2
1,819.0,20,32,2,2
1,515.0,67,21,1,2
0,1180.0,21,12,0,1
0,180.0,57,10,1,3
1,650.0,47,11,1,3
1,1606.0,48,10,2,4
1,489.468,64,38,2,2
1,122.0,52,60,3,2
1,1589.0,38,63,3,4
1,2360.0,48,62,2,4
1,217.0,49,36,2,2
1,1448.942,18,42,2,5
1,670.0,33,27,1,5
1,227.0,17,84,3,6
1,450.0,20,22,2,4
0,755.0,32,43,0,2
1,350.0,60,120,3,3
1,323.0,32,16,2,2
1,1073.0,47,44,1,2
1,300.0,43,24,2,5
1,180.0,42,16,2,5
1,138.439,47,54,3,5
1,2175.0,28,6,1,1
1,2370.0,44,66,2,6
1,1007.0,45,16,2,6
1,643.0,38,16,1,4
0,642.465,45,21,1,4
0,229.0,30,16,1,4
1,3070.556,33,24,2,2
1,697.0,73,5,1,2
1,126.564,32,48,3,6
1,1821.0,70,20,2,2
0,793.0,17,12,2,4
1,440.0,36,33,1,6
1,2400.0,38,8,2,4
1,693.0,29,40,2,4
0,254.916,31,12,1,2
1,1291.028,40,22,2,5
1,420.0,43,30,2,6
1,300.0,23,42,3,5
1,60.0,30,44,2,3
1,369.0,29,7,1,2
0,193.0,69,9,0,2
1,450.0,59,18,1,2
1,572.702,35,28,2,4
1,360.0,17,32,2,3
1,1832.0,33,32,2,4
0,60.0,34,10,1,8
1,300.0,41,20,2,4
1,347.007,44,20,2,4
1,332.0,47,52,4,5
0,60.0,59,6,2,6
1,2550.0,50,28,4,4
1,960.0,73,26,2,2
1,1550.0,64,120,3,4
0,600.0,75,3,1,3
1,480.0,29,30,2,5
1,1301.253,32,14,2,3
1,607.29,52,10,1,2
1,1047.0,47,94,2,4
1,643.0,29,50,2,4
1,1619.0,42,66,2,4
1,1970.0,63,50,2,2
1,301.164,47,50,2,4
0,4733.0,48,30,2,2
1,313.0,34,32,2,4
1,1696.0,40,9,1,6
1,312.0,28,34,1,5
1,1453.0,49,27,3,6
1,1380.0,45,28,2,5
1,1620.0,63,11,1,2
1,2100.0,51,32,2,5
1,1320.272,44,24,2,5
1,1250.0,46,16,2,4
0,235.0,43,16,1,6
1,440.0,81,26,2,2
1,628.0,25,33,3,3
0,900.0,16,12,2,5
1,557.0,42,40,2,5
1,557.975,43,36,1,4
1,240.0,41,34,2,4
1,229.0,47,40,2,5
1,434.0,54,90,3,5
1,3120.0,43,12,2,6
1,628.0,54,90,3,5
0,168.0,32,12,2,3
1,417.0,23,12,2,4
1,1395.0,54,28,2,3
1,3344.0,69,21,3,3
1,1035.0,59,68,2,4
0,363.0,60,24,1,3
1,210.0,45,31,1,1
1,454.0,51,32,2,3
0,100.0,45,69,3,2
1,980.0,38,10,1,1
0,1080.0,36,23,1,4
0,240.0,24,23,0,3
1,1191.0,71,36,2,2
1,617.589,33,32,2,5
1,700.0,42,19,1,3
1,2058.0,49,7,1,1
1,400.0,77,42,2,2
0,300.0,34,20,0,7
1,2385.0,24,22,2,2
1,512.0,71,6,1,2
1,142.0,43,14,1,2
1,1321.331,56,30,2,2
1,1560.0,47,18,2,4
1,3389.0,40,20,2,4
1,926.48,46,78,6,6
1,213.0,33,80,4,4
1,1002.0,75,34,2,2
1,2317.0,61,44,2,2
1,382.059,67,16,2,2
0,240.0,53,5,1,4
1,1800.0,59,12,2,2
1,180.262,26,46,1,1
1,884.0,37,40,2,4
1,468.651,32,108,3,3
1,678.659,43,44,2,5
0,941.0,16,14,2,5
1,936.0,27,94,2,2
1,761.0,33,16,1,2
0,240.0,24,20,0,6
1,600.0,31,30,2,4
1,800.0,51,99,3,4
0,315.0,38,34,2,5
1,200.0,38,20,1,7
1,550.0,29,38,2,2
1,6860.0,70,21,1,2
1,842.0,24,16,2,5
1,3174.0,58,42,3,3
1,1040.0,59,22,2,2
1,273.733,43,20,2,3
0,602.0,19,14,0,1
1,3339.132,53,60,3,3
1,1860.0,44,20,2,5
1,440.0,44,16,1,1
1,1404.0,40,6,1,4
1,1786.503,50,39,3,6
0,200.0,79,8,1,2
1,1348.466,56,39,3,4
1,3350.0,28,58,2,4
1,300.0,42,92,4,4
1,360.0,46,12,2,4
1,420.0,69,66,3,4
1,193.0,50,30,2,4
1,840.0,47,20,1,4
1,600.0,18,64,4,5
1,1357.0,47,24,3,3
1,226.0,42,28,2,9
1,4150.0,64,18,2,2
1,300.0,41,20,2,4
1,360.0,40,24,2,3
1,2315.0,87,24,2,2
1,181.0,49,30,2,5
1,354.0,63,20,2,2
0,303.0,79,19,1,2
1,1620.0,64,39,3,5
1,5100.0,28,8,1,3
1,2133.892,53,28,2,3
1,320.0,33,40,2,4
1,1560.0,49,39,3,4
1,1175.0,59,18,1,1
1,2115.0,30,34,2,2
1,2122.0,33,18,2,2
0,1094.699,23,36,3,4
1,359.0,57,10,2,3
1,2800.0,68,38,2,2
0,473.791,53,11,0,1
0,596.0,31,13,0,6
0,565.0,77,12,0,2
1,3567.125,61,21,3,4
1,581.0,18,12,2,3
1,2231.194,28,9,1,2
1,400.0,58,5,1,4
0,909.0,45,28,2,5
1,180.0,60,18,2,3
1,1730.0,45,74,2,5
1,120.0,29,25,5,7
1,2068.522,43,48,2,6
1,326.0,60,20,2,2
0,600.0,72,22,2,2
0,297.0,63,20,2,2
1,3000.0,58,27,3,3
1,772.0,60,16,2,4
1,357.0,48,34,2,5
1,1289.0,53,12,3,3
1,1292.0,48,24,2,3
1,233.0,71,36,2,2
1,1975.0,59,24,3,4
1,650.0,52,8,2,2
1,231.0,68,22,2,2
1,420.0,25,28,1,4
1,2160.0,63,10,2,3
1,1455.0,63,9,1,3
1,344.0,63,24,2,2
1,1306.443,71,20,2,2
0,1534.703,28,10,0,2
1,1498.083,24,30,2,4
1,2604.0,25,33,3,6
1,289.0,36,38,2,5
1,435.0,52,19,1,2
1,581.597,36,36,2,5
0,533.0,54,6,1,3
0,580.0,27,19,0,6
1,660.0,44,27,1,7
1,1186.356,49,60,2,6
1,2503.983,53,30,2,2
1,793.859,56,36,2,4
1,121.0,70,38,2,2
1,4540.0,73,13,1,2
1,1102.0,61,7,1,2
1,1800.0,53,36,3,3
1,600.0,65,86,2,2
0,382.119,23,10,0,3
1,3420.0,76,22,2,2
1,300.0,36,36,2,4
1,3801.0,40,34,2,5
1,1226.0,38,19,1,6
1,300.0,26,20,2,3
1,180.0,39,42,2,5
1,6949.0,59,22,2,2
1,714.0,52,22,2,3
0,463.0,60,14,0,2
0,417.0,50,30,2,6
0,300.0,60,10,1,2
1,200.0,50,6,1,6
1,3681.94,53,21,3,4
1,92.83398,58,27,3,6
1,1594.0,65,36,2,3
1,620.607,28,30,2,9
1,600.0,58,12,2,5
1,3548.0,47,56,2,5
1,462.782,64,38,2,2
1,420.0,46,30,2,4
0,1095.0,37,7,1,3
1,277.0,76,10,2,2
1,500.1,38,34,2,4
1,2343.0,44,23,1,1
0,460.0,33,52,2,4
1,757.0,50,21,1,4
1,1148.0,33,28,2,2
0,19.99998,20,8,0,2
1,1177.0,51,68,4,4
1,650.0,58,19,1,3
1,1860.0,22,16,2,3
1,899.0,30,10,2,3
1,1437.871,61,10,1,1
1,104.0,48,22,2,4
0,565.514,43,22,1,4
1,811.746,41,21,1,1
1,451.0,57,12,1,2
1,548.0,59,68,2,4
1,1550.0,52,24,3,5
1,520.0,68,98,2,2
1,900.0,48,32,2,3
1,3499.0,36,12,2,5
1,60.0,49,50,2,4
1,600.0,67,14,2,2
1,1065.042,56,30,2,2
0,810.0,29,50,2,4
1,2193.298,19,21,1,6
1,79.99998,51,22,2,2
0,263.0,61,20,2,3
1,1916.34,40,28,2,4
1,241.0,38,36,2,5
1,180.0,26,48,2,7
1,300.0,61,12,1,6
1,1780.0,48,14,1,7
1,1189.662,18,24,2,6
1,1260.0,27,10,1,3
1,3300.0,29,36,2,3
1,3660.0,21,21,3,5
1,329.0,43,15,3,5
1,954.0,34,30,1,5
1,775.0,39,6,2,4
1,468.965,23,78,3,4
0,180.0,38,24,1,5
1,840.0,74,20,1,2
1,604.0,17,84,3,6
1,1500.0,53,18,2,2
0,551.0,26,3,0,3
1,1906.0,31,48,2,3
1,903.0,33,12,1,3
0,360.0,40,19,0,9
1,339.0,47,12,3,4
1,1632.113,68,34,2,3
0,320.0,27,16,1,4
1,2712.0,31,32,2,3
1,79.99998,81,26,2,2
1,6780.0,35,20,2,4
1,659.0,66,50,2,2
1,3360.0,52,36,3,3
1,925.0,63,44,2,2
1,2100.0,35,3,1,5
0,780.0,21,10,2,2
0,150.0,26,27,3,4
1,167.256,55,13,1,2
1,1392.813,59,30,3,3
1,398.0,38,18,2,5
1,380.0,66,21,3,3
1,2320.0,38,22,2,3
1,304.15,40,40,2,4
1,334.0,31,24,2,4
1,1200.0,27,10,2,2
1,300.0,52,51,3,4
1,750.0,30,11,1,6
0,300.0,28,9,0,4
1,1921.0,46,48,2,4
0,764.979,35,14,1,2
1,219.0,37,42,2,7
1,4209.0,56,36,4,4
0,150.0,22,16,0,4
1,1799.775,51,26,2,6
0,220.938,22,15,1,2
1,752.0,48,93,3,5
0,780.0,29,34,2,4
1,980.0,41,44,2,5
1,360.0,20,39,3,6
1,3204.0,54,26,2,3
1,2671.0,42,9,1,2
1,480.0,46,36,2,5
1,360.0,68,28,2,2
1,1423.0,33,26,2,2
0,1666.664,58,32,2,3
1,517.0,70,18,2,3
0,322.1,22,52,4,4
0,150.0,34,13,0,9
1,240.0,42,48,3,4
1,1380.0,40,12,1,5
1,1120.486,67,23,1,2
1,200.0,30,15,1,1
1,240.0,33,40,2,4
0,800.0,24,20,2,9
0,227.0,59,8,1,1
1,466.0,41,28,2,4
0,223.0,30,8,2,5
1,4385.0,26,112,4,4
1,1109.847,57,34,2,2
1,2160.0,24,24,3,3
1,596.55498,46,42,2,5
1,499.0,50,44,2,3
0,500.0,43,17,0,7
0,960.0,72,36,3,2
0,417.052,53,12,1,2
1,2396.846,48,48,2,1
1,2300.0,81,26,2,2
0,240.0,33,28,2,5
1,2456.929,43,34,2,5
1,1320.0,69,24,2,2
1,2464.04892,46,68,2,4
1,2322.0,31,32,2,3
1,275.0,33,18,1,5
1,440.0,22,14,1,2
1,524.836,52,30,2,4
1,1010.0,48,23,1,2
1,100.0,65,62,2,2
1,840.0,52,40,2,4
0,390.201,66,80,4,4
1,2060.0,25,20,2,2
0,300.0,33,11,1,2
1,429.0,72,7,1,1
1,2460.0,29,60,4,8
1,1100.0,41,78,2,3
0,1080.0,23,5,0,1
1,360.0,40,42,3,4
1,240.0,43,30,2,4
0,1140.0,60,22,1,3
1,385.0,38,20,2,3
0,2252.0,31,15,0,1
1,300.0,37,44,2,4
1,360.0,45,9,1,1
0,361.0,44,42,2,4
1,240.0,42,34,2,4
1,245.0,60,16,2,2
1,200.0,58,54,2,3
1,3274.268,55,55,5,4
1,3067.0,63,28,1,2
1,500.0,46,54,3,6
1,1700.0,57,46,2,4
1,246.798,46,39,3,5
1,680.0,25,22,2,2
1,251.659,32,28,2,4
0,816.0,27,7,0,2
1,100.0,52,30,2,5
1,277.0,41,40,1,6
1,1080.0,45,32,2,5
1,1196.0,35,36,2,3
0,720.0,62,5,1,2
1,230.572,39,44,2,3
1,2294.098,46,32,2,4
0,1480.0,16,27,3,4
1,1850.0,68,12,1,2
1,1180.26,35,13,1,1
0,204.0,19,10,0,1
1,240.0,39,28,1,8
0,445.0,17,11,0,3
0,200.0,35,21,0,6
1,720.0,76,22,2,2
1,120.0,80,22,1,2
1,693.0,63,17,1,2
0,660.0,74,11,0,1
1,180.0,38,68,2,4
0,1889.0,63,4,0,5
1,264.0,25,54,0,1
0,608.931,63,16,0,2
1,1705.0,61,12,1,1
1,2922.0,25,22,2,2
1,542.0,49,40,2,3
0,335.0,33,36,2,4
1,3475.0,61,76,4,3
1,1250.0,25,22,2,3
1,1311.0,57,16,1,3
1,3137.708,65,10,1,2
1,480.0,38,40,2,6
1,1500.0,27,72,3,4
1,150.0,47,42,2,6
1,304.11,45,36,2,6
0,420.0,65,42,3,7
1,1876.0,67,21,3,4
1,420.0,24,52,2,4
0,642.0,73,16,2,3
1,79.00002,57,24,2,4
1,1137.0,36,16,1,7
1,1149.422,49,26,2,5
1,252.0,25,16,1,3
0,240.0,45,18,1,3
1,292.0,60,34,2,2
0,96.0,52,39,3,5
0,195.0,16,16,2,6
1,523.0,57,16,2,3
0,453.0,39,13,0,1
1,668.0,46,16,2,5
1,892.0,48,34,2,5
0,850.0,73,38,2,2
0,550.0,39,22,0,12
0,504.151,28,40,2,1
0,1200.0,36,3,1,3
0,617.0,59,14,1,2
0,372.0,41,11,1,5
1,300.0,50,78,2,6
1,240.0,34,16,2,6
1,240.0,17,57,3,5
1,770.315,41,36,2,6
1,900.0,26,24,3,3
1,1300.0,46,20,2,5
1,1144.0,42,18,2,5
0,1252.148,27,7,0,1
1,3990.482,28,8,1,2
1,657.0,27,94,2,2
1,900.0,70,12,2,3
1,2533.0,59,48,2,3
1,1127.0,32,38,2,4
1,1777.0,35,26,2,4
1,2004.993,54,28,2,3
1,1380.0,70,12,3,3
1,141.889,56,42,2,2
1,680.0,74,12,1,1
1,2035.456,28,155,5,4
1,769.763,47,78,3,5
1,262.0,48,6,2,7
0,400.0,55,13,0,2
1,540.0,40,30,2,5
1,817.223,41,38,2,4
0,732.0,58,9,1,2
1,461.0,36,18,2,4
1,186.0,44,12,2,7
1,420.0,43,30,2,4
1,2400.0,24,15,1,3
1,950.0,21,10,1,6
1,1416.0,58,20,2,2
1,675.0,31,19,1,4
1,2400.0,56,42,2,2
1,4859.519,54,22,2,4
1,789.0,60,22,2,2
1,200.0,35,21,1,1
1,6418.0,38,44,2,4
1,1350.0,46,21,1,2
1,720.0,41,12,1,5
1,372.791,41,34,2,4
1,676.0,33,54,3,4
1,321.0,72,18,2,2
1,5258.214,44,30,1,4
1,300.0,38,19,1,7
0,420.0,29,15,1,2
1,1084.0,57,30,2,2
1,1500.0,42,33,3,3
1,2700.0,31,6,1,4
1,1010.816,31,28,2,3
1,1854.0,33,30,2,5
1,389.0,41,26,2,5
1,279.0,77,3,1,2
1,2032.481,34,16,1,3
1,180.0,43,33,3,3
0,363.0,53,42,3,4
1,326.704,37,34,2,4
1,757.486,41,18,2,6
1,1166.0,26,7,1,4
1,566.0,56,14,2,5
1,985.9999,48,24,2,3
1,1140.0,51,18,3,4
1,2446.0,42,44,2,5
1,216.0,54,66,2,3
0,120.0,34,12,1,4
0,838.0,30,10,1,3
1,1432.0,30,22,2,3
1,3207.709,56,45,3,3
1,327.0,33,28,2,4
1,850.0,65,11,1,2
1,517.0,54,90,3,5
1,1394.062,59,12,1,2
1,60.0,75,14,1,2
1,394.138,37,28,2,4
1,267.723,43,36,2,5
0,550.0,50,8,0,8
0,105.0,70,24,2,3
1,2000.0,52,22,2,3
1,600.0,62,9,1,2
1,1437.0,23,24,2,2
1,273.0,46,106,2,4
1,129.0,39,12,2,4
1,490.0,57,18,2,4
1,2353.98192,50,34,2,4
1,1200.0,25,35,1,2
1,2097.0,32,42,2,2
0,300.0,59,28,2,5
0,433.0,48,34,2,5
1,660.0,18,18,3,4
1,242.0,57,12,2,4
1,3120.0,43,18,2,4
1,431.404,58,6,1,1
1,82.00002,55,78,6,2
1,893.0,63,11,1,3
1,399.0,45,72,3,6
1,845.0,56,42,2,3
1,196.782,37,40,2,7
0,600.0,29,34,2,4
1,1041.0,46,36,2,4
0,840.0,70,8,1,2
0,1320.0,18,12,3,3
1,600.0,30,20,2,4
1,1814.0,45,32,2,4
1,45.26202,40,32,2,5
